short_name	domain	short_name	url
磴口	bayannaoer	巴彦淖尔	dengkou
丰镇	wulanchabu	乌兰察布	fengzhenshi
兴和	wulanchabu	乌兰察布	xinghe
凉城	wulanchabu	乌兰察布	liangcheng
化德	wulanchabu	乌兰察布	huade
卓资	wulanchabu	乌兰察布	zhuozi
商都	wulanchabu	乌兰察布	shangdou
四子王	wulanchabu	乌兰察布	siziwang
察哈尔右翼中	wulanchabu	乌兰察布	chahaeryouyizhong
察哈尔右翼前	wulanchabu	乌兰察布	chahaeryouyiqian
察哈尔右翼后	wulanchabu	乌兰察布	chahaeryouyihou
集宁	wulanchabu	乌兰察布	jining
乌兰浩特	xingan	兴安	wulanhaote
扎赉特	xingan	兴安	zhalaite
科尔沁右翼中	xingan	兴安	keerqinyouyizhong
科尔沁右翼前	xingan	兴安	keerqinyouyiqian
突泉	xingan	兴安	tuquan
阿尔山	xingan	兴安	aershan
万柏林	ty	太原	wanbailin
古交	ty	太原	gujiao
娄烦	ty	太原	loufan
小店	ty	太原	xiaodian
尖草坪	ty	太原	jiancaoping
晋源	ty	太原	jinyuan
杏花岭	ty	太原	xinghualing
清徐	ty	太原	qingxu
迎泽	ty	太原	yingze
阳曲	ty	太原	yangqu
南郊	datong	大同	nanjiao
城区	datong	大同	chengqu
大同县	datong	大同	datongxian
天镇	datong	大同	tianzhen
左云	datong	大同	zuoyun
广灵	datong	大同	guangling
新荣	datong	大同	xinrong
浑源	datong	大同	hunyuan
灵丘	datong	大同	lingqiu
矿区	datong	大同	kuangqu
阳高	datong	大同	yanggao
城区	yangquan	阳泉	chengqu
平定	yangquan	阳泉	pingding
盂县	yangquan	阳泉	yuxian
矿区	yangquan	阳泉	kuangqu
郊区	yangquan	阳泉	jiaoqu
城区	changzhi	长治	chengqu
壶关	changzhi	长治	huguan
屯留	changzhi	长治	tunliu
平顺	changzhi	长治	pingshun
武乡	changzhi	长治	wuxiang
沁县	changzhi	长治	qinxian
沁源	changzhi	长治	qinyuan
潞城	changzhi	长治	lucheng
襄垣	changzhi	长治	xiangyuan
郊区	changzhi	长治	jiaoqu
长子	changzhi	长治	changzi
长治县	changzhi	长治	zhangzhixian
黎城	changzhi	长治	licheng
城区	jincheng	晋城	chengqu
沁水	jincheng	晋城	qinshui
泽州	jincheng	晋城	zezhou
阳城	jincheng	晋城	yangcheng
陵川	jincheng	晋城	lingchuan
高平	jincheng	晋城	gaoping
右玉	shuozhou	朔州	youyu
山阴	shuozhou	朔州	shanyin
平鲁	shuozhou	朔州	pinglu
应县	shuozhou	朔州	yingxian
怀仁	shuozhou	朔州	huairen
朔城	shuozhou	朔州	shuocheng
介休	jinzhong	晋中	jiexiu
和顺	jinzhong	晋中	heshun
太谷	jinzhong	晋中	taigu
寿阳	jinzhong	晋中	shouyang
左权	jinzhong	晋中	zuoquan
平遥	jinzhong	晋中	pingyao
昔阳	jinzhong	晋中	xiyang
榆次	jinzhong	晋中	yuci
榆社	jinzhong	晋中	yushe
灵石	jinzhong	晋中	lingshi
祁县	jinzhong	晋中	qixian
万荣	yuncheng	运城	wanrong
临猗	yuncheng	运城	linyi
垣曲	yuncheng	运城	yuanqu
夏县	yuncheng	运城	xiaxian
平陆	yuncheng	运城	pinglu
新绛	yuncheng	运城	xinjiang
永济	yuncheng	运城	yongji
河津	yuncheng	运城	hejin
盐湖	yuncheng	运城	yanhu
稷山	yuncheng	运城	jishan
绛县	yuncheng	运城	jiangxian
芮城	yuncheng	运城	ruicheng
闻喜	yuncheng	运城	wenxi
五台	xinzhou	忻州	wutai
五寨	xinzhou	忻州	wuzhai
代县	xinzhou	忻州	daixian
保德	xinzhou	忻州	baode
偏关	xinzhou	忻州	pianguan
原平	xinzhou	忻州	yuanping
宁武	xinzhou	忻州	ningwu
定襄	xinzhou	忻州	dingxiang
岢岚	xinzhou	忻州	kelan
忻府	xinzhou	忻州	xinfu
河曲	xinzhou	忻州	hequ
神池	xinzhou	忻州	shenchi
繁峙	xinzhou	忻州	fanzhi
静乐	xinzhou	忻州	jingle
乡宁	linfen	临汾	xiangning
侯马	linfen	临汾	houma
古县	linfen	临汾	guxian
吉县	linfen	临汾	jixian
大宁	linfen	临汾	daning
安泽	linfen	临汾	anze
尧都	linfen	临汾	yaodou
曲沃	linfen	临汾	quwo
永和	linfen	临汾	yonghe
汾西	linfen	临汾	fenxi
洪洞	linfen	临汾	hongdong
浮山	linfen	临汾	fushan
翼城	linfen	临汾	yicheng
蒲县	linfen	临汾	puxian
襄汾	linfen	临汾	xiangfen
隰县	linfen	临汾	xixian
霍州	linfen	临汾	huozhou
兴庆	yc	银川	xingqing
永宁	yc	银川	yongning
灵武	yc	银川	lingwu
西夏	yc	银川	xixia
贺兰	yc	银川	helan
金凤	yc	银川	jinfeng
七里河	lz	兰州	qilihe
城关	lz	兰州	chengguan
安宁	lz	兰州	anning
榆中	lz	兰州	yuzhong
永登	lz	兰州	yongdeng
皋兰	lz	兰州	gaolan
红古	lz	兰州	honggu
西固	lz	兰州	xigu
永昌	jinchang	金昌	yongchang
金川	jinchang	金昌	jinchuan
会宁	baiyin	白银	huining
平川	baiyin	白银	pingchuan
景泰	baiyin	白银	jingtai
白银区	baiyin	白银	baiyinqu
靖远	baiyin	白银	jingyuan
北道	tianshui	天水	beidao
张家川	tianshui	天水	zhangjiachuan
武山	tianshui	天水	wushan
清水	tianshui	天水	qingshui
甘谷	tianshui	天水	gangu
秦城	tianshui	天水	qinzhou
秦安	tianshui	天水	qinan
凉州	wuwei	武威	liangzhou
古浪	wuwei	武威	gulang
天祝	wuwei	武威	tianzhu
民勤	wuwei	武威	minqin
临泽	zhangye	张掖	linze
山丹	zhangye	张掖	shandan
民乐	zhangye	张掖	minle
甘州	zhangye	张掖	ganzhou
肃南	zhangye	张掖	sunan
高台	zhangye	张掖	gaotai
华亭	pingliang	平凉	huating
崆峒	pingliang	平凉	kongtong
崇信	pingliang	平凉	chongxin
庄浪	pingliang	平凉	zhuanglang
泾川	pingliang	平凉	jingchuan
灵台	pingliang	平凉	lingtai
静宁	pingliang	平凉	jingning
敦煌	jiuquan	酒泉	dunhuang
玉门	jiuquan	酒泉	yumen
瓜州	jiuquan	酒泉	guazhou
肃北	jiuquan	酒泉	subei
肃州	jiuquan	酒泉	suzhou
金塔	jiuquan	酒泉	jinta
阿克塞	jiuquan	酒泉	akesai
华池	qingyang	庆阳	huachi
合水	qingyang	庆阳	heshui
宁县	qingyang	庆阳	ningxian
庆城	qingyang	庆阳	qingcheng
正宁	qingyang	庆阳	zhengning
环县	qingyang	庆阳	huanxian
西峰	qingyang	庆阳	xifeng
镇原	qingyang	庆阳	zhenyuan
临洮	dingxi	定西	lintao
安定	dingxi	定西	anding
岷县	dingxi	定西	minxian
渭源	dingxi	定西	weiyuan
漳县	dingxi	定西	zhangxian
通渭	dingxi	定西	tongwei
陇西	dingxi	定西	longxi
临潼	xa	西安	lintong
其他	xa	西安	qita
周至	xa	西安	zhouzhi
户县	xa	西安	huxian
新城	xa	西安	xincheng
曲江新区	xa	西安	qujiangxinqu
未央	xa	西安	weiyang
沣渭新区	xa	西安	fengweixinqu
浐灞	xa	西安	chanba
灞桥	xa	西安	baqiao
碑林	xa	西安	beilin
莲湖	xa	西安	lianhu
蓝田	xa	西安	lantian
长安	xa	西安	changan
阎良	xa	西安	yanliang
雁塔	xa	西安	yanta
高新	xa	西安	gaoxin
高陵	xa	西安	gaoling
印台	tongchuan	铜川	yintai
宜君	tongchuan	铜川	yijun
王益	tongchuan	铜川	wangyi
耀州	tongchuan	铜川	yaozhou
凤县	baoji	宝鸡	fengxian
凤翔	baoji	宝鸡	fengxiang
千阳	baoji	宝鸡	qianyang
太白	baoji	宝鸡	taibai
岐山	baoji	宝鸡	qishan
扶风	baoji	宝鸡	fufeng
渭滨	baoji	宝鸡	weibin
眉县	baoji	宝鸡	meixian
金台	baoji	宝鸡	jintai
陇县	baoji	宝鸡	longxian
陈仓	baoji	宝鸡	chencang
麟游	baoji	宝鸡	linyou
三原	xianyang	咸阳	sanyuan
乾县	xianyang	咸阳	qianxian
兴平	xianyang	咸阳	xingping
彬县	xianyang	咸阳	binxian
旬邑	xianyang	咸阳	xunyi
杨陵	xianyang	咸阳	yangling
武功	xianyang	咸阳	wugong
永寿	xianyang	咸阳	yongshou
泾阳	xianyang	咸阳	jingyang
淳化	xianyang	咸阳	chunhua
渭城	xianyang	咸阳	weicheng
礼泉	xianyang	咸阳	liquan
秦都	xianyang	咸阳	qindou
长武	xianyang	咸阳	changwu
临渭	weinan	渭南	linwei
华县	weinan	渭南	huaxian
华阴	weinan	渭南	huayin
合阳	weinan	渭南	heyang
大荔	weinan	渭南	dali
富平	weinan	渭南	fuping
潼关	weinan	渭南	tongguan
澄城	weinan	渭南	chengcheng
白水	weinan	渭南	baishui
蒲城	weinan	渭南	pucheng
韩城	weinan	渭南	hancheng
吴起	yanan	延安	wuqi
子长	yanan	延安	zizhang
安塞	yanan	延安	ansai
宜川	yanan	延安	yichuan
宝塔	yanan	延安	baota
富县	yanan	延安	fuxian
延川	yanan	延安	yanchuan
延长	yanan	延安	yanchang
志丹	yanan	延安	zhidan
洛川	yanan	延安	luochuan
甘泉	yanan	延安	ganquan
黄陵	yanan	延安	huangling
黄龙	yanan	延安	huanglong
佛坪	hanzhong	汉中	foping
勉县	hanzhong	汉中	mianxian
南郑	hanzhong	汉中	nanzheng
城固	hanzhong	汉中	chenggu
宁强	hanzhong	汉中	ningqiang
汉台	hanzhong	汉中	hantai
洋县	hanzhong	汉中	yangxian
留坝	hanzhong	汉中	liuba
略阳	hanzhong	汉中	lueyang
西乡	hanzhong	汉中	xixiang
镇巴	hanzhong	汉中	zhenba
佳县	sxyulin	榆林	jiaxian
吴堡	sxyulin	榆林	wubao
子洲	sxyulin	榆林	zizhou
定边	sxyulin	榆林	dingbian
府谷	sxyulin	榆林	fugu
榆阳	sxyulin	榆林	yuyang
横山	sxyulin	榆林	hengshan
清涧	sxyulin	榆林	qingjian
神木	sxyulin	榆林	shenmu
米脂	sxyulin	榆林	mizhi
绥德	sxyulin	榆林	suide
靖边	sxyulin	榆林	jingbian
宁陕	ankang	安康	ningshan
岚皋	ankang	安康	langao
平利	ankang	安康	pingli
旬阳	ankang	安康	xunyang
汉滨	ankang	安康	hanbin
汉阴	ankang	安康	hanyin
白河	ankang	安康	baihe
石泉	ankang	安康	shiquan
紫阳	ankang	安康	ziyang
镇坪	ankang	安康	zhenping
丹凤	shangluo	商洛	danfeng
商南	shangluo	商洛	shangnan
商州	shangluo	商洛	shangzhou
山阳	shangluo	商洛	shanyang
柞水	shangluo	商洛	zhashui
洛南	shangluo	商洛	luonan
镇安	shangluo	商洛	zhenan
城东	xn	西宁	chengdong
城中	xn	西宁	chengzhong
城北	xn	西宁	chengbei
城西	xn	西宁	chengxi
大通自治县	xn	西宁	datongzizhixian
湟中	xn	西宁	huangzhong
湟源	xn	西宁	huangyuan
乐都	haidong	海东	ledu
互助	haidong	海东	huzhu
化隆	haidong	海东	hualong
平安	haidong	海东	pingan
循化	haidong	海东	xunhua
民和	haidong	海东	minhe
刚察	haibei	海北	gangcha
海晏	haibei	海北	haiyan
祁连	haibei	海北	qilian
门源	haibei	海北	menyuan
同仁	huangnan	黄南	tongren
尖扎	huangnan	黄南	jianzha
河南	huangnan	黄南	henan
泽库	huangnan	黄南	zeku
共和	hainanzhou	海南州	gonghe
兴海	hainanzhou	海南州	xinghai
同德	hainanzhou	海南州	tongde
贵南	hainanzhou	海南州	guinan
贵德	hainanzhou	海南州	guide
久治	guoluo	果洛	jiuzhi
玛多	guoluo	果洛	maduo
玛沁	guoluo	果洛	maqin
班玛	guoluo	果洛	banma
甘德	guoluo	果洛	gande
达日	guoluo	果洛	dari
囊谦	yushu	玉树	nangqian
曲麻莱	yushu	玉树	qumalai
杂多	yushu	玉树	zaduo
治多	yushu	玉树	zhiduo
玉树县	yushu	玉树	yushuxian
称多	yushu	玉树	chengduo
乌兰	haixi	海西	wulan
冷湖行委	haixi	海西	lenghuhangwei
大柴旦行委	haixi	海西	dachaidanhangwei
天峻	haixi	海西	tianjun
德令哈	haixi	海西	delingha
格尔木	haixi	海西	geermu
茫崖行委	haixi	海西	mangyahangwei
都兰	haixi	海西	doulan
东西湖	wh	武汉	dongxihu
新洲	wh	武汉	xinzhou
武昌	wh	武汉	wuchang
汉南	wh	武汉	hannan
汉阳	wh	武汉	hanyang
江夏	wh	武汉	jiangxia
江岸	wh	武汉	jiangan
江汉	wh	武汉	jianghan
沌口开发区	wh	武汉	jingjijishukaifaqu
洪山	wh	武汉	hongshan
硚口	wh	武汉	qiaokou
蔡甸	wh	武汉	caidian
青山	wh	武汉	qingshan
黄陂	wh	武汉	huangbei
下陆	huangshi	黄石	xialu
大冶	huangshi	黄石	daye
西塞山	huangshi	黄石	xisaishan
铁山	huangshi	黄石	tieshan
阳新	huangshi	黄石	yangxin
黄石港	huangshi	黄石	huangshigang
保康	xiangyang	襄阳	baokang
南漳	xiangyang	襄阳	nanzhang
宜城	xiangyang	襄阳	yicheng
枣阳	xiangyang	襄阳	zaoyang
樊城	xiangyang	襄阳	fancheng
老河口	xiangyang	襄阳	laohekou
襄城	xiangyang	襄阳	xiangcheng
襄州	xiangyang	襄阳	xiangyang
谷城	xiangyang	襄阳	gucheng
丹江口	shiyan	十堰	danjiangkou
张湾	shiyan	十堰	zhangwan
房县	shiyan	十堰	fangxian
竹山	shiyan	十堰	zhushan
竹溪	shiyan	十堰	zhuxi
茅箭	shiyan	十堰	maojian
郧县	shiyan	十堰	yunxian
郧西	shiyan	十堰	yunxi
公安	jingzhou	荆州	gongan
松滋	jingzhou	荆州	songzi
江陵	jingzhou	荆州	jiangling
沙市	jingzhou	荆州	shashi
洪湖	jingzhou	荆州	honghu
监利	jingzhou	荆州	jianli
石首	jingzhou	荆州	shishou
荆州区	jingzhou	荆州	jingzhou
东山开发区	yichang	宜昌	dongshankaifaqu
五峰	yichang	宜昌	wufeng
伍家岗	yichang	宜昌	wujiagang
兴山	yichang	宜昌	xingshan
夷陵	yichang	宜昌	yiling
宜都	yichang	宜昌	yidou
当阳	yichang	宜昌	dangyang
枝江	yichang	宜昌	zhijiang
点军	yichang	宜昌	dianjun
猇亭	yichang	宜昌	xiaoting
秭归	yichang	宜昌	zigui
西陵	yichang	宜昌	xiling
远安	yichang	宜昌	yuanan
长阳	yichang	宜昌	zhangyang
东宝	jingmen	荆门	dongbao
京山	jingmen	荆门	jingshan
掇刀	jingmen	荆门	duodao
沙洋	jingmen	荆门	shayang
钟祥	jingmen	荆门	zhongxiang
华容	ezhou	鄂州	huarong
梁子湖	ezhou	鄂州	liangzihu
鄂城	ezhou	鄂州	echeng
三伏潭	xiantao	仙桃	sanfutan
剅河	xiantao	仙桃	louhe
工业园	xiantao	仙桃	gongyeyuan
干河	xiantao	仙桃	ganhe
张沟	xiantao	仙桃	zhanggou
彭场	xiantao	仙桃	pengchang
杨林尾	xiantao	仙桃	yanglinwei
毛嘴	xiantao	仙桃	maozui
沔城	xiantao	仙桃	miancheng
沙嘴	xiantao	仙桃	shazui
沙湖	xiantao	仙桃	sanhu
胡场	xiantao	仙桃	huchang
西流河	xiantao	仙桃	xiliuhe
通海口	xiantao	仙桃	tonghai
郑场	xiantao	仙桃	zhengchang
郭河	xiantao	仙桃	guohe
长埫口	xiantao	仙桃	changtangkou
陈场	xiantao	仙桃	chenchang
龙华山	xiantao	仙桃	longhuanshan
周矶	qianjiang	潜江	zhouji
园林	qianjiang	潜江	yuanlin
广华	qianjiang	潜江	guanghua
张金	qianjiang	潜江	jinzhen
杨市	qianjiang	潜江	yangshi
泽口	qianjiang	潜江	zekou
浩口	qianjiang	潜江	haokou
渔洋	qianjiang	潜江	yuyang
熊口	qianjiang	潜江	xiongkou
王场	qianjiang	潜江	wangchang
积玉口	qianjiang	潜江	jiyukou
竹根滩	qianjiang	潜江	zhugentan
老新	qianjiang	潜江	laoxin
高石碑	qianjiang	潜江	gaoshibei
龙湾	qianjiang	潜江	longwan
其他	cs	长沙	qita
天心	cs	长沙	tianxin
宁乡	cs	长沙	ningxiang
岳麓	cs	长沙	yuelu
开福	cs	长沙	kaifu
星沙	cs	长沙	shaxing
望城	cs	长沙	wangcheng
浏阳	cs	长沙	liuyang
经济开发区	cs	长沙	jingjikaifa
芙蓉	cs	长沙	furong
长沙县	cs	长沙	changshaxian
雨花	cs	长沙	yuhua
天元	zhuzhou	株洲	tianyuan
攸县	zhuzhou	株洲	youxian
株洲县	zhuzhou	株洲	zhuzhou
炎陵	zhuzhou	株洲	yanling
石峰	zhuzhou	株洲	shifeng
芦淞	zhuzhou	株洲	lusong
茶陵	zhuzhou	株洲	chaling
荷塘	zhuzhou	株洲	hetang
醴陵	zhuzhou	株洲	liling
岳塘	xiangtan	湘潭	yuetang
湘乡	xiangtan	湘潭	xiangxiang
湘潭县	xiangtan	湘潭	xiangtan
雨湖	xiangtan	湘潭	yuhu
韶山	xiangtan	湘潭	shaoshan
南岳	hengyang	衡阳	nanyue
常宁	hengyang	衡阳	changning
珠晖	hengyang	衡阳	zhuhui
石鼓	hengyang	衡阳	shigu
祁东	hengyang	衡阳	qidong
耒阳	hengyang	衡阳	leiyang
蒸湘	hengyang	衡阳	zhengxiang
衡东	hengyang	衡阳	hengdong
衡南	hengyang	衡阳	hengnan
衡山	hengyang	衡阳	hengshan
衡阳县	hengyang	衡阳	hengyang
雁峰	hengyang	衡阳	yanfeng
北塔	shaoyang	邵阳	beita
双清	shaoyang	邵阳	shuangqing
城步	shaoyang	邵阳	chengbu
大祥	shaoyang	邵阳	daxiang
新宁	shaoyang	邵阳	xinning
新邵	shaoyang	邵阳	xinshao
武冈	shaoyang	邵阳	wugang
洞口	shaoyang	邵阳	dongkou
绥宁	shaoyang	邵阳	suining
邵东	shaoyang	邵阳	shaodong
邵阳县	shaoyang	邵阳	shaoyangxian
隆回	shaoyang	邵阳	longhui
临湘	yueyang	岳阳	linxiang
云溪	yueyang	岳阳	yunxi
华容	yueyang	岳阳	huarong
君山	yueyang	岳阳	junshan
岳阳县	yueyang	岳阳	yueyangxian
岳阳楼	yueyang	岳阳	yueyanglou
平江	yueyang	岳阳	pingjiang
汨罗	yueyang	岳阳	miluo
湘阴	yueyang	岳阳	xiangyin
临澧	changde	常德	linli
安乡	changde	常德	anxiang
桃源	changde	常德	taoyuan
武陵	changde	常德	wuling
汉寿	changde	常德	hanshou
津市	changde	常德	jinshi
澧县	changde	常德	lixian
石门	changde	常德	shimen
鼎城	changde	常德	dingcheng
临武	chenzhou	郴州	linwu
北湖	chenzhou	郴州	beihu
嘉禾	chenzhou	郴州	jiahe
安仁	chenzhou	郴州	anren
宜章	chenzhou	郴州	yizhang
桂东	chenzhou	郴州	guidong
桂阳	chenzhou	郴州	guiyang
永兴	chenzhou	郴州	yongxing
汝城	chenzhou	郴州	rucheng
苏仙	chenzhou	郴州	suxian
资兴	chenzhou	郴州	zixing
东安	yongzhou	永州	dongan
冷水滩	yongzhou	永州	lengshuitan
双牌	yongzhou	永州	shuangpai
宁远	yongzhou	永州	ningyuan
新田	yongzhou	永州	xintian
江华	yongzhou	永州	jianghua
江永	yongzhou	永州	jiangyong
祁阳	yongzhou	永州	qiyang
蓝山	yongzhou	永州	lanshan
道县	yongzhou	永州	daoxian
零陵	yongzhou	永州	lingling
冷水江	loudi	娄底	lengshuijiang
双峰	loudi	娄底	shuangfeng
娄星	loudi	娄底	louxing
新化	loudi	娄底	xinhua
涟源	loudi	娄底	lianyuan
东湖	nc	南昌	donghu
南昌县	nc	南昌	nanchang
安义	nc	南昌	anyi
新建	nc	南昌	xinjian
昌北	nc	南昌	changbei
湾里	nc	南昌	wanli
红谷滩新区	nc	南昌	honggutanxinqu
西湖	nc	南昌	xihu
进贤	nc	南昌	jinxian
青云谱	nc	南昌	qingyunpu
青山湖	nc	南昌	qingshanhu
高新区	nc	南昌	gaoxinqu
乐平	jingdezhen	景德镇	leping
昌江	jingdezhen	景德镇	changjiang
浮梁	jingdezhen	景德镇	fuliang
珠山	jingdezhen	景德镇	zhushan
上栗	pingxiang	萍乡	shangli
安源	pingxiang	萍乡	anyuan
湘东	pingxiang	萍乡	xiangdong
芦溪	pingxiang	萍乡	luxi
莲花	pingxiang	萍乡	lianhua
九江县	jiujiang	九江	jiujiang
修水	jiujiang	九江	xiushui
庐山	jiujiang	九江	lushan
彭泽	jiujiang	九江	pengze
德安	jiujiang	九江	dean
星子	jiujiang	九江	xingzi
武宁	jiujiang	九江	wuning
永修	jiujiang	九江	yongxiu
浔阳	jiujiang	九江	xunyang
湖口	jiujiang	九江	hukou
瑞昌	jiujiang	九江	ruichang
都昌	jiujiang	九江	douchang
分宜	xinyu	新余	fenyi
渝水	xinyu	新余	yushui
余江	yingtan	鹰潭	yujiang
月湖	yingtan	鹰潭	yuehu
贵溪	yingtan	鹰潭	guixi
上犹	ganzhou	赣州	shangyou
于都	ganzhou	赣州	yudou
会昌	ganzhou	赣州	huichang
信丰	ganzhou	赣州	xinfeng
全南	ganzhou	赣州	quannan
兴国	ganzhou	赣州	xingguo
南康	ganzhou	赣州	nankang
大余	ganzhou	赣州	dayu
宁都	ganzhou	赣州	ningdou
安远	ganzhou	赣州	anyuan
定南	ganzhou	赣州	dingnan
寻乌	ganzhou	赣州	xunwu
崇义	ganzhou	赣州	chongyi
瑞金	ganzhou	赣州	ruijin
石城	ganzhou	赣州	shicheng
章贡	ganzhou	赣州	zhanggong
赣县	ganzhou	赣州	ganxian
龙南	ganzhou	赣州	longnan
万安	jian	吉安	wanan
井冈山	jian	吉安	jinggangshan
吉安县	jian	吉安	jianxian
吉州	jian	吉安	jizhou
吉水	jian	吉安	jishui
安福	jian	吉安	anfu
峡江	jian	吉安	xiajiang
新干	jian	吉安	xingan
永丰	jian	吉安	yongfeng
永新	jian	吉安	yongxin
泰和	jian	吉安	taihe
遂川	jian	吉安	suichuan
青原	jian	吉安	qingyuan
万载	jxyichun	宜春	wanzai
上高	jxyichun	宜春	shanggao
丰城	jxyichun	宜春	fengcheng
奉新	jxyichun	宜春	fengxin
宜丰	jxyichun	宜春	yifeng
樟树	jxyichun	宜春	zhangshu
袁州	jxyichun	宜春	yuanzhou
铜鼓	jxyichun	宜春	tonggu
靖安	jxyichun	宜春	jingan
高安	jxyichun	宜春	gaoan
东乡	jxfuzhou	抚州	dongxiang
临川	jxfuzhou	抚州	linchuan
乐安	jxfuzhou	抚州	lean
南丰	jxfuzhou	抚州	nanfeng
南城	jxfuzhou	抚州	nancheng
宜黄	jxfuzhou	抚州	yihuang
崇仁	jxfuzhou	抚州	chongren
广昌	jxfuzhou	抚州	guangchang
资溪	jxfuzhou	抚州	zixi
金溪	jxfuzhou	抚州	jinxi
黎川	jxfuzhou	抚州	lichuan
万年	shangrao	上饶	wannian
上饶县	shangrao	上饶	shangrao
余干	shangrao	上饶	yugan
信州	shangrao	上饶	xinzhou
婺源	shangrao	上饶	wuyuan
广丰	shangrao	上饶	guangfeng
弋阳	shangrao	上饶	yiyang
德兴	shangrao	上饶	dexing
横峰	shangrao	上饶	hengfeng
玉山	shangrao	上饶	yushan
鄱阳	shangrao	上饶	poyang
铅山	shangrao	上饶	qianshan
东川	km	昆明	dongchuan
五华	km	昆明	wuhua
呈贡	km	昆明	chenggong
安宁	km	昆明	anning
官渡	km	昆明	guandu
宜良	km	昆明	yiliang
富民	km	昆明	fumin
寻甸	km	昆明	xundian
嵩明	km	昆明	songming
晋宁	km	昆明	jinning
盘龙	km	昆明	panlong
石林	km	昆明	shilin
禄劝	km	昆明	luquan
西山	km	昆明	xishan
会泽	qujing	曲靖	huize
宣威	qujing	曲靖	xuanwei
富源	qujing	曲靖	fuyuan
师宗	qujing	曲靖	shizong
沾益	qujing	曲靖	zhayi
罗平	qujing	曲靖	luoping
陆良	qujing	曲靖	luliang
马龙	qujing	曲靖	malong
麒麟	qujing	曲靖	qilin
元江	yuxi	玉溪	yuanjiang
华宁	yuxi	玉溪	huaning
峨山	yuxi	玉溪	eshan
新平	yuxi	玉溪	xinping
易门	yuxi	玉溪	yimen
江川	yuxi	玉溪	jiangchuan
澄江	yuxi	玉溪	chengjiang
红塔	yuxi	玉溪	hongta
通海	yuxi	玉溪	tonghai
施甸	baoshan	保山	shidian
昌宁	baoshan	保山	changning
腾冲	baoshan	保山	tengchong
隆阳	baoshan	保山	longyang
龙陵	baoshan	保山	longling
大关	zhaotong	昭通	daguan
威信	zhaotong	昭通	weixin
巧家	zhaotong	昭通	qiaojia
彝良	zhaotong	昭通	yiliang
昭阳	zhaotong	昭通	zhaoyang
水富	zhaotong	昭通	shuifu
永善	zhaotong	昭通	yongshan
盐津	zhaotong	昭通	yanjin
绥江	zhaotong	昭通	suijiang
镇雄	zhaotong	昭通	zhenxiong
鲁甸	zhaotong	昭通	ludian
华坪	lijiang	丽江	huaping
古城	lijiang	丽江	gucheng
宁蒗	lijiang	丽江	ninglang
永胜	lijiang	丽江	yongsheng
玉龙	lijiang	丽江	yulong
墨江	puer	普洱	muojiang
孟连	puer	普洱	menglian
宁洱	puer	普洱	ninger
思茅	puer	普洱	maosi
景东	puer	普洱	jingdong
景谷	puer	普洱	jinggu
江城	puer	普洱	jiangcheng
澜沧	puer	普洱	lancang
西盟	puer	普洱	ximeng
镇沅	puer	普洱	zhenyuan
临翔	lincang	临沧	linxiang
云县	lincang	临沧	yunxian
凤庆	lincang	临沧	fengqing
双江	lincang	临沧	shuangjiang
永德	lincang	临沧	yongde
沧源	lincang	临沧	cangyuan
耿马	lincang	临沧	gengma
镇康	lincang	临沧	zhenkang
丘北	wenshan	文山	qiubei
富宁	wenshan	文山	funing
广南	wenshan	文山	guangnan
文山市	wenshan	文山	wenshan
砚山	wenshan	文山	yanshan
西畴	wenshan	文山	xichou
马关	wenshan	文山	maguan
麻栗坡	wenshan	文山	malipo
个旧	honghe	红河	gejiu
元阳	honghe	红河	yuanyang
屏边	honghe	红河	pingbian
建水	honghe	红河	jianshui
开远	honghe	红河	kaiyuan
弥勒	honghe	红河	mile
河口	honghe	红河	hekou
泸西	honghe	红河	luxi
石屏	honghe	红河	shiping
红河县	honghe	红河	honghe
绿春	honghe	红河	lvchun
蒙自	honghe	红河	mengzi
金平	honghe	红河	jinping
勐海	xishuangbanna	西双版纳	menghai
勐腊	xishuangbanna	西双版纳	mengla
景洪	xishuangbanna	西双版纳	jinghong
元谋	chuxiong	楚雄	yuanmou
南华	chuxiong	楚雄	nanhua
双柏	chuxiong	楚雄	shuangbai
大姚	chuxiong	楚雄	dayao
姚安	chuxiong	楚雄	yaoan
楚雄市	chuxiong	楚雄	chuxiong
武定	chuxiong	楚雄	wuding
永仁	chuxiong	楚雄	yongren
牟定	chuxiong	楚雄	mouding
禄丰	chuxiong	楚雄	lufeng
云龙	dali	大理	yunlong
剑川	dali	大理	jianchuan
南涧	dali	大理	nanjian
大理市	dali	大理	dali
宾川	dali	大理	binzhou
巍山	dali	大理	weishan
弥渡	dali	大理	midu
永平	dali	大理	yongping
洱源	dali	大理	eryuan
漾濞	dali	大理	yangbi
祥云	dali	大理	xiangyun
鹤庆	dali	大理	heqing
梁河	dehong	德宏	lianghe
潞西	dehong	德宏	luxi
瑞丽	dehong	德宏	ruili
盈江	dehong	德宏	yingjiang
陇川	dehong	德宏	longchuan
兰坪	nujiang	怒江	lanping
泸水	nujiang	怒江	lushui
福贡	nujiang	怒江	fugong
贡山	nujiang	怒江	gongshan
德钦	diqing	迪庆	deqin
维西	diqing	迪庆	weixi
香格里拉	diqing	迪庆	xianggelila
东山	xj	乌鲁木齐	dongshan
乌鲁木齐县	xj	乌鲁木齐	wulumuqi
天山	xj	乌鲁木齐	tianshan
