西安-西安-西安	碑林/未央/高新/莲湖/新城/雁塔
大连-甘井子区-春柳河	促进路/王家桥/大纺/兴华/周水子/金三角
大连-甘井子区-华北路	千山路/泡崖/山东路/兴华/周水子/王家桥
大连-甘井子区-西山水库	大连湾/红旗/张家村/机场/辛寨子/张前路
大连-甘井子区-红旗	大连湾/西山水库/机场/周水子/泡崖/张家村
大连-甘井子区-张家村	辛寨子/西山水库/大连湾/张前路/红旗/机场
大连-甘井子区-大纺	金三角/王家桥/春柳河/兴华/促进路/山东路
大连-甘井子区-兴华	山东路/千山路/王家桥/华南广场/大纺/促进路
大连-甘井子区-泡崖	华北路/机场/周水子/千山路/山东路/促进路
大连-甘井子区-溪之谷	张家村/张前路/辛寨子/西山水库/大连湾/红旗
大连-西岗区-胜利路	体育场/奥林匹克广场/高尔基路/大同街/白云/五一广场
大连-西岗区-五一广场	大同街/鞍山路/奥林匹克广场/体育场/胜利路/高尔基路
大连-西岗区-高尔基路	白云/胜利路/奥林匹克广场/体育场/大同街/五一广场
大连-西岗区-黄河路	北京街/新开路/人民广场/日新/北岗桥/东关街
大连-西岗区-付家庄	八一路/仲夏路/新起屯/石道街/长春路/石葵路
大连-西岗区-八一路	仲夏路/付家庄/新起屯/石道街/长春路/石葵路
大连-西岗区-石道街	长春路/34中/实验小学/新起屯/英华街/人民广场
大连-西岗区-体育场	奥林匹克广场/大同街/胜利路/高尔基路/五一广场/人民广场
大连-西岗区-日新	北岗桥/新开路/北京街/黄河路/东关街/人民广场
大连-西岗区-白云	高尔基路/胜利路/奥林匹克广场/体育场/大同街/五一广场
大连-西岗区-香炉礁	工人村/鞍山路/五一广场/大同街/奥林匹克广场/高尔基路
大连-西岗区-胜利桥北	大菜市/站北/英华街/实验小学/石葵路/东关街
大连-西岗区-鞍山路	五一广场/大同街/香炉礁/奥林匹克广场/工人村/体育场
大连-西岗区-东关街	日新/英华街/新开路/实验小学/34中/北岗桥
大连-西岗区-石葵路	新起屯/石道街/实验小学/胜利桥北/英华街/站北
大连-西岗区-北京街	黄河路/新开路/人民广场/日新/北岗桥/东关街
大连-西岗区-英华街	实验小学/站北/34中/东关街/大菜市/新开路
大连-西岗区-北岗桥	日新/北京街/黄河路/新开路/人民广场/东关街
大连-西岗区-奥林匹克广场	体育场/大同街/胜利路/五一广场/高尔基路/人民广场
大连-西岗区-长春路	石道街/34中/人民广场/新开路/黄河路/实验小学
大连-西岗区-新开路	黄河路/北京街/日新/人民广场/北岗桥/东关街
大连-西岗区-站北	大菜市/英华街/实验小学/东关街/34中/胜利桥北
大连-西岗区-34中	实验小学/英华街/长春路/东关街/新开路/石道街
大连-西岗区-新起屯	石葵路/仲夏路/石道街/八一路/付家庄/长春路
大连-西岗区-工人村	香炉礁/鞍山路/五一广场/大同街/奥林匹克广场/体育场
大连-西岗区-实验小学	英华街/站北/34中/东关街/大菜市/新开路
大连-西岗区-大菜市	站北/英华街/实验小学/胜利桥北/东关街/34中
大连-西岗区-人民广场	黄河路/北京街/新开路/日新/北岗桥/大同街
大连-西岗区-仲夏路	八一路/付家庄/新起屯/石道街/长春路/石葵路
大连-西岗区-大同街	奥林匹克广场/体育场/五一广场/胜利路/高尔基路/人民广场
沈阳-和平区-马路湾	八经/砂山/中山广场/云集/遂川/和平广场
沈阳-和平区-三好街	五里河/十四纬路/云集/砂山/八经/马路湾
沈阳-和平区-北市	北道口/遂川/八经/砂山/云集/十四纬路
沈阳-和平区-五里河	三好街/十四纬路/云集/新兴/砂山/八经
沈阳-和平区-云集	十四纬路/砂山/八经/马路湾/三好街/遂川
沈阳-和平区-西塔	中山广场/吴淞/遂川/中华路/南站/太原街
沈阳-和平区-和平广场	运动系/新华/集贤/中华路/文体西路/民主
沈阳-和平区-太原街	南站/中华路/民主/吴淞/中山广场/新华
沈阳-和平区-中华路	太原街/南站/中山广场/吴淞/民主/新华
沈阳-和平区-文体西路	和平广场/运动系/新华/马路湾/集贤/长白
沈阳-和平区-北道口	北市/遂川/皇寺/八经/砂山/云集
沈阳-和平区-砂山	八经/云集/十四纬路/马路湾/遂川/北市
沈阳-和平区-八经	砂山/遂川/云集/马路湾/北市/十四纬路
沈阳-和平区-长白	文体西路/运动系/和平广场/集贤/南京街/新华
沈阳-和平区-中山广场	中华路/吴淞/西塔/太原街/南站/马路湾
沈阳-和平区-新兴	五里河/皇寺/三好街/十四纬路/云集/北道口
沈阳-和平区-吴淞	南站/太原街/中华路/中山广场/西塔/民主
沈阳-和平区-民主	太原街/南站/中华路/集贤/新华/南京街
沈阳-和平区-集贤	南京街/新华/运动系/民主/和平广场/南湖
沈阳-和平区-运动系	新华/和平广场/集贤/民主/南京街/中华路
沈阳-和平区-遂川	八经/北市/西塔/砂山/马路湾/中山广场
沈阳-和平区-十四纬路	云集/砂山/八经/三好街/马路湾/北市
沈阳-和平区-南京街	集贤/南湖/民主/胜利/新华/运动系
沈阳-和平区-南湖	胜利/南京街/民主/集贤/南站/太原街
沈阳-和平区-皇寺	北道口/北市/八经/遂川/砂山/新兴
沈阳-和平区-新华	运动系/和平广场/集贤/民主/中华路/太原街
沈阳-和平区-南站	太原街/吴淞/中华路/民主/中山广场/新华
沈阳-和平区-胜利	南湖/南京街/民主/集贤/南站/太原街
沈阳-大东区-大北	八王寺/小东/小北/五中家乐福/小津桥/洮昌
沈阳-大东区-滂江街	万泉/长安/东塔/大东路/小津桥/204医院
沈阳-大东区-万泉	长安/滂江街/东塔/大东路/204医院/珠林
沈阳-大东区-东北大马路	东站/珠林/204医院/新东/北海街/二台子
沈阳-大东区-东站	东北大马路/珠林/204医院/新东/北海街/二台子
沈阳-大东区-吉祥	辽沈/洮昌/五中家乐福/老瓜堡/北海街/小津桥
沈阳-大东区-724地区	丰乐/小东/大东路/大北/小津桥/滂江街
沈阳-大东区-北海街	老瓜堡/辽沈/吉祥/上园路/二台子/洮昌
沈阳-大东区-老瓜堡	上园路/二台子/北海街/辽沈/吉祥/洮昌
沈阳-大东区-陶瓷城	新东/东站/东北大马路/珠林/204医院/北大营
沈阳-大东区-二台子	上园路/老瓜堡/北海街/辽沈/北大营/吉祥
沈阳-大东区-小北	八王寺/大北/小东/五中家乐福/洮昌/小津桥
沈阳-大东区-丰乐	724地区/滂江街/万泉/长安/大东路/东塔
沈阳-大东区-北大营	二台子/上园路/老瓜堡/北海街/望花/辽沈
沈阳-大东区-五中家乐福	洮昌/吉祥/小津桥/辽沈/小东/大北
沈阳-大东区-东塔	长安/万泉/滂江街/204医院/珠林/大东路
沈阳-大东区-新东	东站/东北大马路/204医院/珠林/陶瓷城/东塔
沈阳-大东区-大东路	小津桥/滂江街/万泉/小东/长安/五中家乐福
沈阳-大东区-小东	大北/八王寺/五中家乐福/小津桥/大东路/小北
沈阳-大东区-望花	北大营/二台子/上园路/老瓜堡/北海街/吉祥
沈阳-大东区-长安	万泉/东塔/滂江街/204医院/大东路/珠林
沈阳-大东区-珠林	204医院/东塔/长安/东北大马路/万泉/北海街
沈阳-大东区-小津桥	大东路/五中家乐福/洮昌/吉祥/辽沈/小东
沈阳-大东区-洮昌	吉祥/五中家乐福/辽沈/小津桥/老瓜堡/北海街
沈阳-大东区-辽沈	吉祥/北海街/洮昌/老瓜堡/五中家乐福/小津桥
沈阳-大东区-204医院	珠林/东塔/长安/万泉/东北大马路/北海街
沈阳-大东区-八王寺	大北/小北/小东/五中家乐福/洮昌/小津桥
沈阳-大东区-上园路	二台子/老瓜堡/北海街/辽沈/吉祥/北大营
沈阳-苏家屯区-临湖	解放/民主/城郊/铁友/湖西/中兴
沈阳-苏家屯区-湖西	城郊/解放/临湖/铁友/民主/中兴
沈阳-苏家屯区-城郊	解放/湖西/临湖/民主/铁友/中兴
沈阳-苏家屯区-铁友	民主/解放/临湖/城郊/湖西/中兴
沈阳-苏家屯区-民主	铁友/临湖/解放/城郊/湖西/中兴
沈阳-苏家屯区-解放	临湖/城郊/民主/铁友/湖西/中兴
沈阳-苏家屯区-中兴	铁友/民主/临湖/解放/城郊/湖西
沈阳-铁西区-启工	肇工街/家具城/北四路/卫工/工人村/保工
沈阳-铁西区-工人村	重工/铁西体育场/西站/肇工街/启工/北四路
沈阳-铁西区-北三路	北二路/齐贤/九路市场/十二路/贵和/兴顺
沈阳-铁西区-铁西区政府	兴华/建设大路/铁西广场/爱工街/兴工/啤酒厂
沈阳-铁西区-北四路	肇工街/启工/家具城/卫工/工人村/铁西体育场
沈阳-铁西区-兴顺	齐贤/十二路/九路市场/贵和/北三路/铁百
沈阳-铁西区-贵和	铁百/九路市场/铁西广场/云峰/齐贤/兴顺
沈阳-铁西区-路官	保工/艳粉/启工/家具城/卫工/肇工街
沈阳-铁西区-齐贤	兴顺/十二路/九路市场/北三路/贵和/铁百
沈阳-铁西区-卫工	家具城/十二路/启工/北四路/齐贤/兴顺
沈阳-铁西区-霁虹	爱工街/兴华/啤酒厂/兴工/铁西区政府/建设大路
沈阳-铁西区-十二路	齐贤/兴顺/九路市场/卫工/北三路/贵和
沈阳-铁西区-重工	西站/铁西体育场/工人村/肇工街/启工/保工
沈阳-铁西区-家具城	卫工/启工/北四路/肇工街/十二路/保工
沈阳-铁西区-劳动公园	路官/艳粉/保工/滑翔小区/凌空/西站
沈阳-铁西区-北二路	北三路/九路市场/贵和/铁西广场/齐贤/铁百
沈阳-铁西区-滑翔小区	凌空/云峰/建设大路/铁百/铁西广场/贵和
沈阳-铁西区-艳粉	路官/兴顺/保工/十二路/齐贤/九路市场
沈阳-铁西区-铁西体育场	重工/工人村/西站/肇工街/启工/北四路
沈阳-铁西区-保工	路官/艳粉/启工/家具城/肇工街/工人村
沈阳-铁西区-九路市场	贵和/齐贤/铁百/兴顺/北三路/铁西广场
沈阳-铁西区-啤酒厂	兴工/爱工街/兴华/建设大路/铁西区政府/凌空
沈阳-铁西区-铁百	贵和/铁西广场/云峰/九路市场/建设大路/齐贤
沈阳-铁西区-肇工街	启工/北四路/家具城/工人村/卫工/铁西体育场
沈阳-铁西区-云峰	铁西广场/铁百/建设大路/滑翔小区/贵和/凌空
沈阳-铁西区-凌空	滑翔小区/云峰/建设大路/兴工/啤酒厂/铁西广场
沈阳-铁西区-兴华	爱工街/啤酒厂/兴工/铁西区政府/建设大路/铁西广场
沈阳-铁西区-工业大学	霁虹/爱工街/兴华/啤酒厂/铁西区政府/兴工
沈阳-铁西区-建设大路	铁西广场/云峰/铁西区政府/兴工/铁百/啤酒厂
沈阳-铁西区-兴工	啤酒厂/兴华/爱工街/建设大路/铁西区政府/凌空
沈阳-铁西区-沈辽路	西站/重工/铁西体育场/工人村/保工/肇工街
沈阳-铁西区-西站	重工/工人村/铁西体育场/保工/肇工街/启工
沈阳-铁西区-爱工街	兴华/啤酒厂/兴工/铁西区政府/建设大路/霁虹
沈阳-铁西区-铁西广场	铁百/建设大路/云峰/贵和/铁西区政府/九路市场
沈阳-法库县-丁家房	登仕堡子/三面船/秀水河子/大孤家子/法库/叶茂台
沈阳-法库县-法库	大孤家子/柏家沟/三面船/丁家房/登仕堡子/秀水河子
沈阳-法库县-秀水河子	登仕堡子/叶茂台/丁家房/三面船/大孤家子/法库
沈阳-法库县-登仕堡子	丁家房/秀水河子/三面船/叶茂台/大孤家子/法库
沈阳-法库县-叶茂台	秀水河子/登仕堡子/丁家房/三面船/大孤家子/法库
沈阳-法库县-柏家沟	法库/大孤家子/三面船/丁家房/登仕堡子/秀水河子
沈阳-法库县-三面船	大孤家子/丁家房/登仕堡子/法库/秀水河子/柏家沟
沈阳-法库县-大孤家子	三面船/法库/丁家房/登仕堡子/柏家沟/秀水河子
沈阳-康平县-张强	二牛所口/方家屯/小城子/东关屯/康平/郝官屯
沈阳-康平县-康平	东关屯/郝官屯/方家屯/小城子/二牛所口/张强
沈阳-康平县-二牛所口	小城子/方家屯/张强/东关屯/康平/郝官屯
沈阳-康平县-东关屯	康平/方家屯/郝官屯/小城子/二牛所口/张强
沈阳-康平县-小城子	二牛所口/方家屯/东关屯/康平/张强/郝官屯
沈阳-康平县-方家屯	二牛所口/东关屯/小城子/康平/张强/郝官屯
沈阳-康平县-郝官屯	康平/东关屯/方家屯/小城子/二牛所口/张强
沈阳-新民市-新城	东城/辽滨/西城/新柳
沈阳-新民市-东城	辽滨/西城/新柳/新城
沈阳-新民市-辽滨	西城/新柳/东城/新城
沈阳-新民市-新柳	西城/辽滨/东城/新城
沈阳-新民市-西城	新柳/辽滨/东城/新城
沈阳-沈河区-市府广场	一经/二经/小西/惠工/北站/山东庙
沈阳-沈河区-二经	一经/山东庙/市府广场/文艺路/顺通/小西
沈阳-沈河区-滨河	大南/小南/五爱市场/中街/正阳街/万莲
沈阳-沈河区-文化路	文艺路/顺通/风雨坛/南塔/山东庙/小南
沈阳-沈河区-广宜街	小西/北站/大西街/惠工/展览馆/正阳街
沈阳-沈河区-五爱市场	小南/风雨坛/正阳街/大西街/大南/顺通
沈阳-沈河区-顺通	文艺路/风雨坛/文化路/大西街/五爱市场/小西
沈阳-沈河区-一经	二经/山东庙/市府广场/文艺路/顺通/小西
沈阳-沈河区-北站	惠工/广宜街/小西/展览馆/大西街/市府广场
沈阳-沈河区-风雨坛	顺通/五爱市场/大西街/小南/文艺路/小西
沈阳-沈河区-方家栏	万莲/滨河/大南/中街/小南/正阳街
沈阳-沈河区-小西	广宜街/大西街/北站/惠工/风雨坛/顺通
沈阳-沈河区-大西街	小西/广宜街/风雨坛/五爱市场/正阳街/顺通
沈阳-沈河区-山东庙	一经/二经/市府广场/文艺路/顺通/文化路
沈阳-沈河区-展览馆	正阳街/广宜街/北站/惠工/中街/大西街
沈阳-沈河区-文艺路	顺通/文化路/风雨坛/山东庙/南塔/大西街
沈阳-沈河区-大南	滨河/小南/五爱市场/正阳街/中街/风雨坛
沈阳-沈河区-万莲	滨河/大南/中街/方家栏/小南/正阳街
沈阳-沈河区-惠工	北站/广宜街/小西/市府广场/大西街/展览馆
沈阳-沈河区-正阳街	五爱市场/大西街/中街/小南/展览馆/大南
沈阳-沈河区-小南	五爱市场/大南/风雨坛/正阳街/滨河/大西街
沈阳-沈河区-中街	正阳街/大南/展览馆/滨河/五爱市场/小南
沈阳-沈河区-南塔	小南/文化路/风雨坛/文艺路/五爱市场/顺通
沈阳-沈北新区-虎石台	新城子/辉山/蒲河/财落/清水台/道义
沈阳-沈北新区-辉山	蒲河/清水台/虎石台/新城子/财落/道义
沈阳-沈北新区-道义	财落/兴隆台锡伯族/虎石台/新城子/辉山/蒲河
沈阳-沈北新区-蒲河	辉山/清水台/虎石台/新城子/财落/道义
沈阳-沈北新区-兴隆台锡伯族	道义/财落/新城子/虎石台/辉山/蒲河
沈阳-沈北新区-财落	道义/兴隆台锡伯族/新城子/虎石台/辉山/蒲河
沈阳-沈北新区-新城子	虎石台/财落/清水台/辉山/蒲河/道义
沈阳-沈北新区-清水台	蒲河/辉山/新城子/虎石台/财落/道义
沈阳-辽中县-肖寨门	茨榆坨/刘二堡/四方台/辽中/冷子堡/杨士岗
沈阳-辽中县-刘二堡	茨榆坨/冷子堡/四方台/杨士岗/肖寨门/新民屯
沈阳-辽中县-长滩	新民屯/四方台/杨士岗/茨榆坨/刘二堡/肖寨门
沈阳-辽中县-新民屯	长滩/杨士岗/四方台/刘二堡/茨榆坨/肖寨门
沈阳-辽中县-冷子堡	刘二堡/辽中/茨榆坨/肖寨门/满都户/四方台
沈阳-辽中县-辽中	朱家房/满都户/冷子堡/肖寨门/茨榆坨/于家房
沈阳-辽中县-朱家房	于家房/辽中/满都户/肖寨门/冷子堡/茨榆坨
沈阳-辽中县-于家房	朱家房/辽中/满都户/肖寨门/冷子堡/茨榆坨
沈阳-辽中县-茨榆坨	肖寨门/刘二堡/四方台/冷子堡/杨士岗/辽中
沈阳-辽中县-四方台	杨士岗/长滩/新民屯/茨榆坨/刘二堡/肖寨门
沈阳-辽中县-杨士岗	新民屯/四方台/长滩/刘二堡/茨榆坨/肖寨门
沈阳-辽中县-满都户	辽中/朱家房/冷子堡/于家房/肖寨门/刘二堡
沈阳-于洪区-沈辽路	杨士/于洪广场/于洪/迎宾路/于洪区委/城东湖
沈阳-于洪区-大兴乡	马三家/和泰新城/于洪区委/沙岭/迎宾路/于洪
沈阳-于洪区-迎宾路	于洪广场/于洪区委/于洪/和泰新城/沈辽路/杨士
沈阳-于洪区-丁香湖	荷兰村/造化/于洪新城/白山路/城东湖/于洪广场
沈阳-于洪区-沙岭	和泰新城/大兴乡/于洪区委/于洪/翟家/迎宾路
沈阳-于洪区-翟家	沙岭/于洪/和泰新城/于洪区委/沈辽路/迎宾路
沈阳-于洪区-于洪区委	和泰新城/于洪/迎宾路/于洪广场/沈辽路/杨士
沈阳-于洪区-造化	荷兰村/丁香湖/白山路/松山小区/国奥现代城/于洪新城
沈阳-于洪区-杨士	沈辽路/于洪广场/于洪/城东湖/迎宾路/于洪区委
沈阳-于洪区-松山小区	国奥现代城/白山路/荷兰村/造化/丁香湖/于洪新城
沈阳-于洪区-大潘镇	翟家/沙岭/大兴乡/和泰新城/马三家/于洪
沈阳-于洪区-和泰新城	于洪区委/于洪/迎宾路/于洪广场/沈辽路/杨士
沈阳-于洪区-荷兰村	造化/丁香湖/白山路/松山小区/国奥现代城/于洪新城
沈阳-于洪区-国奥现代城	松山小区/白山路/荷兰村/造化/丁香湖/于洪新城
沈阳-于洪区-于洪广场	迎宾路/于洪区委/于洪/和泰新城/沈辽路/杨士
沈阳-于洪区-于洪	于洪区委/和泰新城/迎宾路/于洪广场/沈辽路/杨士
沈阳-于洪区-白山路	松山小区/国奥现代城/荷兰村/造化/丁香湖/于洪新城
沈阳-于洪区-城东湖	杨士/沈辽路/于洪新城/于洪广场/迎宾路/于洪
沈阳-于洪区-马三家	大兴乡/沙岭/和泰新城/于洪区委/迎宾路/于洪
沈阳-于洪区-于洪新城	城东湖/杨士/丁香湖/沈辽路/于洪广场/荷兰村
沈阳-皇姑区-黑龙江街	辽河街/五一商店/泰山路/陵东/公安厅/北塔
沈阳-皇姑区-五一商店	黑龙江街/辽河街/泰山路/公安厅/陵东/北塔
沈阳-皇姑区-陵东	辽河街/泰山路/黑龙江街/北塔/五一商店/公安厅
沈阳-皇姑区-黄河	昆山路/公安厅/北行/崇山/新乐/北陵
沈阳-皇姑区-怒江北街	陵西/长江街/百鸟公园/太平/北陵/华山
沈阳-皇姑区-向工	明廉/塔湾/寿泉/太平/皇姑屯火车站/怒江北街
沈阳-皇姑区-泰山路	五一商店/陵东/黑龙江街/辽河街/公安厅/黄河
沈阳-皇姑区-北陵	新乐/长江街/陵西/三台子/崇山/北行
沈阳-皇姑区-崇山	北行/昆山路/黄河/陵西/三洞桥/北陵
沈阳-皇姑区-皇姑屯火车站	华山/寿泉/珠江桥/亚明/太平/百鸟公园
沈阳-皇姑区-珠江桥	亚明/三洞桥/华山/皇姑屯火车站/百鸟公园/北行
沈阳-皇姑区-三台子	新乐/北陵/长江街/陵西/泰山路/黄河
沈阳-皇姑区-陵西	长江街/北陵/新乐/崇山/百鸟公园/北行
沈阳-皇姑区-北行	崇山/昆山路/黄河/三洞桥/陵西/百鸟公园
沈阳-皇姑区-太平	寿泉/皇姑屯火车站/华山/百鸟公园/塔湾/怒江北街
沈阳-皇姑区-寿泉	太平/皇姑屯火车站/华山/百鸟公园/塔湾/珠江桥
沈阳-皇姑区-昆山路	北行/崇山/黄河/三洞桥/公安厅/亚明
沈阳-皇姑区-公安厅	五一商店/黄河/黑龙江街/泰山路/辽河街/昆山路
沈阳-皇姑区-辽河街	黑龙江街/五一商店/陵东/泰山路/北塔/公安厅
沈阳-皇姑区-长客	北塔/陵东/辽河街/黑龙江街/五一商店/泰山路
沈阳-皇姑区-明廉	向工/塔湾/寿泉/太平/皇姑屯火车站/华山
沈阳-皇姑区-新乐	北陵/长江街/陵西/三台子/崇山/北行
沈阳-皇姑区-塔湾	太平/寿泉/向工/明廉/皇姑屯火车站/怒江北街
沈阳-皇姑区-三洞桥	亚明/珠江桥/华山/百鸟公园/北行/崇山
沈阳-皇姑区-亚明	三洞桥/珠江桥/华山/百鸟公园/皇姑屯火车站/北行
沈阳-皇姑区-华山	亚明/百鸟公园/珠江桥/皇姑屯火车站/三洞桥/寿泉
沈阳-皇姑区-百鸟公园	华山/亚明/三洞桥/陵西/珠江桥/崇山
沈阳-皇姑区-长江街	陵西/北陵/新乐/怒江北街/崇山/北行
沈阳-皇姑区-北塔	辽河街/陵东/黑龙江街/五一商店/长客/泰山路
沈阳-东陵区-白塔	浑河站东/前进/五三/桃仙/浑河站西/马官桥
沈阳-东陵区-东陵	东湖/英达/丰乐/泉园/马官桥/浑河站西
沈阳-东陵区-英达	东湖/东陵/丰乐/泉园/马官桥/浑河站西
沈阳-东陵区-五三	浑河站西/马官桥/泉园/丰乐/浑河站东/白塔
沈阳-东陵区-前进	浑河站东/白塔/五三/浑河站西/马官桥/泉园
沈阳-东陵区-泉园	丰乐/马官桥/浑河站西/五三/桃仙/浑河站东
沈阳-东陵区-丰乐	泉园/马官桥/浑河站西/五三/桃仙/浑河站东
沈阳-东陵区-马官桥	浑河站西/泉园/五三/丰乐/浑河站东/桃仙
沈阳-东陵区-东湖	英达/东陵/丰乐/泉园/马官桥/浑河站西
沈阳-东陵区-浑河站西	马官桥/泉园/五三/丰乐/浑河站东/桃仙
沈阳-东陵区-桃仙	丰乐/泉园/浑河站西/马官桥/五三/白塔
沈阳-东陵区-浑河站东	白塔/五三/浑河站西/马官桥/前进/泉园
广州-白云-伍仙桥	广州大道北/梅花园/京溪/同和/南湖/永平
广州-白云-广花	机场路/新市/棠景/黄石/三元里/桂花岗
广州-白云-矿泉	棠景/桂花岗/同德围/新市/机场路/三元里
广州-白云-梅花园	广州大道北/伍仙桥/京溪/南湖/同和/永平
广州-白云-广园路	景泰/白云大道南/三元里/桂花岗/机场路/广花
广州-白云-京溪	同和/广州大道北/梅花园/伍仙桥/南湖/沙太北
广州-白云-松洲	太和/良田/沙太北/竹料/同和/南湖
广州-白云-均禾	黄边/黄石/新市/广花/嘉禾望岗/江高
广州-白云-竹料	良田/太和/松洲/人和/龙归/钟落潭
广州-白云-白云大道北	永平/嘉禾望岗/黄边/白云大道南/龙归/梅花园
广州-白云-同和	沙太北/京溪/南湖/广州大道北/梅花园/伍仙桥
广州-白云-神山	江高/石井/金沙洲/罗冲围/西槎路/同德围
广州-白云-景泰	广园路/三元里/白云大道南/桂花岗/机场路/广花
广州-白云-黄边	嘉禾望岗/黄石/白云大道南/白云大道北/均禾/广花
广州-白云-钟落潭	良田/竹料/松洲/太和/沙太北/南湖
广州-白云-新市	广花/机场路/棠景/黄石/三元里/桂花岗
广州-白云-棠景	机场路/新市/广花/矿泉/桂花岗/三元里
广州-白云-罗冲围	金沙洲/西槎路/同德围/石井/矿泉/棠景
广州-白云-良田	竹料/钟落潭/太和/松洲/沙太北/南湖
广州-白云-永平	白云大道北/嘉禾望岗/梅花园/南湖/龙归/广州大道北
广州-白云-人和	龙归/嘉禾望岗/永平/白云大道北/均禾/黄边
广州-白云-西槎路	同德围/罗冲围/石井/矿泉/棠景/新市
广州-白云-沙太北	同和/南湖/京溪/广州大道北/梅花园/伍仙桥
广州-白云-太和	松洲/竹料/良田/沙太北/南湖/龙归
广州-白云-三元里	桂花岗/景泰/广园路/机场路/棠景/广花
广州-白云-龙归	人和/永平/嘉禾望岗/白云大道北/南湖/黄边
广州-白云-南湖	京溪/同和/沙太北/梅花园/广州大道北/伍仙桥
广州-白云-机场路	广花/新市/棠景/黄石/三元里/桂花岗
广州-白云-嘉禾望岗	白云大道北/黄边/永平/龙归/白云大道南/黄石
广州-白云-黄石	广花/机场路/新市/黄边/白云大道南/三元里
广州-白云-白云大道南	景泰/广园路/三元里/黄石/黄边/机场路
广州-白云-九佛	钟落潭/良田/松洲/竹料/太和/沙太北
广州-白云-石井	同德围/西槎路/新市/棠景/广花/机场路
广州-白云-金沙洲	罗冲围/西槎路/同德围/石井/矿泉/棠景
广州-白云-桂花岗	三元里/棠景/景泰/矿泉/广园路/机场路
广州-白云-江高	石井/均禾/同德围/新市/西槎路/黄石
广州-白云-同德围	西槎路/石井/矿泉/罗冲围/棠景/新市
广州-白云-广州大道北	伍仙桥/梅花园/京溪/同和/南湖/永平
广州-番禺-黄阁	鱼窝头/东涌/石楼/石碁/灵山/大岗
广州-番禺-大岗	灵山/榄核/桥南/东环/鱼窝头/市桥
广州-番禺-东涌	鱼窝头/石碁/石楼/黄阁/灵山/大岗
广州-番禺-横沥	万顷沙/大石/洛溪/南浦/钟村/祈福
广州-番禺-市桥	桥南/沙头/华南/东环/祈福/榄核
广州-番禺-榄核	沙头/市桥/桥南/祈福/东环/大岗
广州-番禺-祈福	沙头/钟村/市桥/大石/横沥/万顷沙
广州-番禺-洛溪	南浦/大石/万顷沙/横沥/钟村/祈福
广州-番禺-鱼窝头	东涌/黄阁/石碁/灵山/石楼/大岗
广州-番禺-沙头	市桥/祈福/桥南/华南/东环/钟村
广州-番禺-石楼	东涌/石碁/鱼窝头/黄阁/灵山/大岗
广州-番禺-东环	华南/桥南/市桥/沙头/祈福/榄核
广州-番禺-华南	东环/桥南/市桥/沙头/祈福/钟村
广州-番禺-桥南	市桥/东环/华南/沙头/祈福/榄核
广州-番禺-万顷沙	横沥/大石/洛溪/南浦/钟村/祈福
广州-番禺-钟村	祈福/大石/横沥/万顷沙/南浦/洛溪
广州-番禺-石碁	东涌/鱼窝头/石楼/灵山/东环/华南
广州-番禺-灵山	大岗/鱼窝头/东涌/石碁/桥南/东环
广州-番禺-大石	横沥/万顷沙/洛溪/南浦/钟村/祈福
广州-番禺-南浦	洛溪/大石/万顷沙/横沥/钟村/祈福
广州-增城-正果	小楼/沙庄/荔城/三江/派潭/朱村
广州-增城-沙庄	荔城/小楼/三江/正果/派潭/仙村
广州-增城-派潭	小楼/荔城/沙庄/正果/朱村/三江
广州-增城-仙村	朱村/新塘/中新/福和/荔城/沙庄
广州-增城-新塘	永和/广园东/中新/镇龙/仙村/福和
广州-增城-镇龙	永和/中新/广园东/福和/新塘/朱村
广州-增城-小楼	荔城/沙庄/正果/派潭/三江/朱村
广州-增城-广园东	永和/新塘/镇龙/中新/福和/朱村
广州-增城-中新	福和/镇龙/永和/新塘/朱村/广园东
广州-增城-福和	中新/镇龙/朱村/永和/新塘/仙村
广州-增城-永和	广园东/新塘/镇龙/中新/福和/朱村
广州-增城-朱村	仙村/福和/中新/新塘/永和/荔城
广州-增城-荔城	沙庄/小楼/三江/派潭/正果/仙村
广州-增城-三江	沙庄/荔城/小楼/正果/派潭/仙村
广州-从化-太平	街口/城郊/江埔/温泉/鳌头/良口
广州-从化-街口	城郊/太平/江埔/温泉/鳌头/良口
广州-从化-城郊	街口/太平/江埔/温泉/鳌头/良口
广州-从化-江埔	太平/街口/城郊/温泉/良口/鳌头
广州-从化-鳌头	城郊/街口/太平/江埔/温泉/良口
广州-从化-吕田	良口/温泉/江埔/太平/城郊/街口
广州-从化-良口	温泉/江埔/太平/城郊/街口/吕田
广州-从化-温泉	江埔/城郊/太平/街口/良口/鳌头
广州-花都-炭步	赤坭/狮岭/新华/花城路/旧区/新区
广州-花都-雅瑶	花城路/旧区/新区/新华/芙蓉/花山
广州-花都-芙蓉	新区/旧区/花城路/新华/雅瑶/花山
广州-花都-旧区	新区/花城路/雅瑶/新华/芙蓉/花山
广州-花都-花侨	花东/北兴/梯面/花山/芙蓉/雅瑶
广州-花都-赤坭	炭步/狮岭/新华/花城路/新区/旧区
广州-花都-北兴	花侨/花东/梯面/花山/芙蓉/雅瑶
广州-花都-新区	旧区/花城路/新华/雅瑶/芙蓉/花山
广州-花都-狮岭	新华/花城路/新区/炭步/旧区/芙蓉
